Папандреу I-Person
публикации O
последнего O
номера O
" O
Власти O
" O
были O
нарушены O
" O
внутренние O
процедуры O
и O
правила O
Издательского O
Дома O
" O
Коммерсантъ B-Org
" O
стандарты O
профессиональной O
журналистики O
и O
законодательство O
Российской O
Федерации I-Org
" O
. O

Первым O
вице O
премьером O
согласно O
указу O
президента O
стал O
глава O
Национального O
банка O
Украины B-Location
Сергей B-Person
Арбузов B-Person
. O

Рособрнадзор B-Org
возглавил O
30 O
летний O
чиновник O
Рособрнадзор B-Org
возглавил O
30 O
летний O
чиновник O
Премьер O
министр O
России B-Location
Дмитрий B-Person
Медведев B-Person
назначил O
руководителем O
Федеральной B-Org
службы O
по O
надзору O
в O
сфере O
образования O
и O
науки O
и O
. O

3 O
декабря O
премьер O
министр O
обратился O
к O
главе O
государства O
с O
заявлением O
об O
отставке O
. O
" O

о O
. O

Тенденция O
к O
увольнению O
мэров O
будет O
расширяться O
отметила O
она O
так O
будут O
решаться O
экономические O
и O
политические O
конфликты O
" O
. O

Суд O
отказался O
наказать O
отключивших O
« O
Дождь B-Org
» O
операторов O
Ответчиками O
по O
иску O
выступали O
7 O
крупнейших O
компаний O
платного O
вещания O
. O

Сменивший O
его O
Николай B-Person
Винниченко B-Person
теперь O
входит O
в O
состав O
Совбеза B-Org
как O
полномочный O
представитель O
президента O
РФ B-Location
в O
СЗФО B-Location
. O

А O
. O

Скиннер B-Person
сообщил O
об O
уходе O
в O
отставку O
. O

Они O
готовы O
поддержать O
нашу O
семью O
. O

Кудрин B-Person
) O
очень O
хотел O
возглавить O
правую O
партию O
и O
как O
идейный O
авторитетный O
человек O
теоретически O
мог O
сделать O
хороший O
проект O
. O

Глава O
ЦИК B-Org
Владимир B-Person
Чуров B-Person
попросил O
МВД B-Org
республики O
усилить O
меры O
безопасности O
в O
связи O
с O
нападениями O
на O
политиков O
. O

Программа O
Шойгу B-Person
рассчитана O
на O
пять O
лет O
но O
практические O
результаты O
должны O
появиться O
уже O
в O
ближайшее O
время O
. O

По O
словам O
главы O
региона O
Николай B-Person
Пегин B-Person
приступил O
к O
исполнению O
